passenger_id,first_name,last_name,gender,dob,nationality,frequent_flyer_status,ff_points,typical_flight_freq_per_year
P0061605857,Susan,Black,F,1941-07-21,Cyprus,None,0,1
P0061605858,Ryan,Williams,F,1988-12-08,Georgia,None,0,1
P0061605859,Rachel,Simon,F,1952-11-28,Greenland,None,0,1
P0061605860,James,Spence,M,1960-11-04,Nauru,None,0,0
P0061605861,Michael,Perez,F,1952-07-09,Norfolk Island,None,0,1
P0061605862,Brianna,Sanchez,M,1982-07-15,Guinea-Bissau,None,0,0
P0061605863,Eric,Hernandez,M,1976-08-16,Bolivia,None,0,0
P0061605864,James,Estrada,M,1959-11-26,Ecuador,Silver,18819,3
P0061605865,Amy,Hodges,O,1968-06-24,Honduras,None,0,1
P0061605866,Ashley,Parsons,F,1950-10-15,Tonga,Gold,55842,15
P0061605867,Angela,Douglas,O,1995-04-02,Liechtenstein,None,0,2
P0061605868,Adam,Molina,M,1961-07-14,Guatemala,None,0,0
P0061605869,Lisa,Smith,O,1981-09-26,Romania,Platinum,164294,40
P0061605870,Kevin,Prince,M,1941-09-22,Andorra,Silver,13423,3
P0061605871,Brett,Miller,F,1942-11-18,Lesotho,None,0,2
P0061605872,Emily,Smith,O,1962-12-03,Guam,None,0,0
P0061605873,Tony,Nelson,F,1966-01-05,Armenia,None,0,1
P0061605874,Shawn,White,O,1972-05-22,Eritrea,None,0,0
P0061605875,Laura,Solis,M,1945-07-14,Marshall Islands,Silver,10423,2
P0061605876,Melissa,Nelson,M,2005-07-01,Comoros,None,0,2
P0061605877,Dustin,Navarro,O,1948-08-05,Ghana,None,0,0
P0061605878,Joseph,Lee,O,1994-08-13,Antarctica (the territory South of 60 deg S),None,0,1
P0061605879,Shawn,Gonzalez,O,1960-10-07,Latvia,None,0,1
P0061605880,Rebecca,Preston,M,1979-09-09,Grenada,None,0,0
P0061605881,Joseph,Thomas,F,1949-11-15,Sao Tome and Principe,None,0,1
P0061605882,Tony,Jensen,F,1999-07-23,Eritrea,None,0,0
P0061605883,Ashley,Huerta,F,1978-11-22,Tokelau,Silver,14313,3
P0061605884,Lisa,Garcia,O,1951-05-02,Bosnia and Herzegovina,Platinum,72563,10
P0061605885,Justin,Todd,F,1989-01-12,Nauru,None,0,0
P0061605886,Caitlyn,Howe,O,1991-04-12,Solomon Islands,None,0,1
P0061605887,Sharon,Rodriguez,M,1970-06-16,Equatorial Guinea,None,0,1
P0061605888,Mark,Galvan,O,1961-11-06,Belize,None,0,1
P0061605889,Samantha,Anderson,O,1983-09-09,Venezuela,None,0,0
P0061605890,Alexa,Stokes,M,1990-10-17,Samoa,None,0,2
P0061605891,Miranda,Hall,M,1969-03-22,Oman,Silver,18563,5
P0061605892,Brenda,Roberts,O,2003-11-15,Nepal,Gold,45588,5
P0061605893,Jeremy,Perez,O,1981-08-03,Togo,None,0,2
P0061605894,Frederick,Sanchez,O,1963-09-07,Solomon Islands,None,0,2
P0061605895,Mark,Oconnor,O,1966-11-22,Indonesia,Gold,45375,5
P0061605896,Kristen,Wu,M,1951-09-10,Morocco,None,0,2
P0061605897,Charles,Watson,F,1940-06-23,Romania,None,0,0
P0061605898,Ian,Green,M,1961-02-09,Ethiopia,None,0,2
P0061605899,Amber,Rowe,F,1956-06-15,Morocco,None,0,2
P0061605900,Alexander,Cruz,F,1954-12-13,Saint Barthelemy,None,0,1
P0061605901,Lisa,Fletcher,F,1943-10-27,Anguilla,Silver,17549,3
P0061605902,Felicia,Page,O,1982-02-10,French Polynesia,None,0,1
P0061605903,Joanne,Baker,O,1969-08-03,Italy,Silver,8995,3
P0061605904,Brian,Deleon,F,1969-03-30,Zambia,None,0,2
P0061605905,Karen,Ross,F,1950-10-18,Greece,None,0,2
P0061605906,James,Clayton,M,1939-08-13,Saint Barthelemy,None,0,0
P0061605907,Kimberly,Thompson,F,1998-08-02,Guinea,Silver,11719,3
P0061605908,Sally,Wolfe,F,1991-08-24,Seychelles,None,0,1
P0061605909,Rachael,Thomas,M,1960-07-23,Palau,None,0,1
P0061605910,Jacob,Christian,F,1963-09-17,Saint Barthelemy,None,0,2
P0061605911,Douglas,Clark,F,1960-07-21,Kazakhstan,Silver,11596,3
P0061605912,Nathaniel,Webb,M,2002-02-16,Grenada,None,0,0
P0061605913,Melissa,Lynch,F,1969-02-01,Cayman Islands,None,0,1
P0061605914,Kristen,Vargas,M,1986-03-26,Malawi,Platinum,99726,40
P0061605915,Bryan,Taylor,M,1953-03-29,Botswana,Silver,19490,2
P0061605916,Elizabeth,Ponce,F,1955-11-05,Palau,None,0,1
P0061605917,Martha,Cooper,F,1939-09-16,Marshall Islands,None,0,1
P0061605918,Randy,Bailey,O,1942-11-17,Italy,Silver,10944,4
P0061605919,Rebecca,Logan,M,1944-06-04,Australia,None,0,2
P0061605920,Christopher,Mays,M,1971-10-05,Cameroon,None,0,2
P0061605921,Travis,Preston,F,2007-04-19,Mauritius,None,0,2
P0061605922,Susan,Marshall,M,1979-08-30,Cook Islands,Gold,30592,5
P0061605923,Regina,Huerta,O,1987-01-11,Comoros,None,0,2
P0061605924,Deanna,Evans,F,1975-08-07,Guadeloupe,None,0,1
P0061605925,Kyle,Thomas,O,1978-12-31,Austria,None,0,2
P0061605926,Michelle,Franklin,O,1966-06-02,Afghanistan,None,0,1
P0061605927,Kyle,Grimes,M,1980-07-22,Northern Mariana Islands,None,0,2
P0061605928,Donald,Mitchell,O,1963-06-02,Andorra,Silver,12085,3
P0061605929,Victoria,Blake,O,1993-12-10,Thailand,None,0,2
P0061605930,Amanda,Bailey,M,1943-05-14,Venezuela,None,0,0
P0061605931,Colleen,Valdez,M,1964-01-02,Vietnam,Silver,13463,3
P0061605932,Charles,Barber,F,1990-04-26,Iceland,None,0,0
P0061605933,Jeffrey,Anderson,O,2004-05-19,Guyana,Silver,17945,4
P0061605934,Michael,Gilmore,M,2005-01-18,Cocos (Keeling) Islands,None,0,1
P0061605935,Mark,Maldonado,O,1944-02-20,Tajikistan,None,0,1
P0061605936,Brian,Patterson,F,1966-04-11,Netherlands,None,0,2
P0061605937,Antonio,Williams,F,1995-06-20,Sierra Leone,None,0,1
P0061605938,Heather,Khan,M,1963-12-23,South Africa,None,0,1
P0061605939,Renee,Wright,F,1942-12-03,Zimbabwe,None,0,2
P0061605940,Chase,Jones,M,1969-08-08,Ecuador,Silver,14578,2
P0061605941,Cheryl,Barajas,M,1973-08-01,Congo,None,0,0
P0061605942,William,Anderson,M,1984-11-15,Burundi,Silver,5115,2
P0061605943,Joshua,Munoz,O,2000-01-07,Comoros,None,0,2
P0061605944,Amber,Whitehead,O,1979-07-02,Bhutan,None,0,1
P0061605945,Ryan,Daniels,M,1989-08-26,Georgia,None,0,1
P0061605946,Chelsea,Reed,M,1978-10-12,New Zealand,None,0,1
P0061605947,Laurie,Lindsey,F,1979-02-09,Thailand,None,0,1
P0061605948,Tanner,David,F,1972-09-10,Mauritania,None,0,0
P0061605949,Jose,Harmon,O,1966-12-13,Nepal,None,0,1
P0061605950,Joseph,Wu,O,1942-10-27,Nigeria,None,0,1
P0061605951,Melissa,Osborn,O,1972-08-14,Malaysia,Platinum,133560,40
P0061605952,Shannon,Martin,F,1982-11-22,Monaco,None,0,1
P0061605953,Jacob,Contreras,F,2001-06-16,Sweden,None,0,2
P0061605954,Joshua,Sanders,F,2003-09-20,South Africa,None,0,1
P0061605955,Nathan,Saunders,M,1942-02-24,Guinea,Silver,11381,2
P0061605956,Ellen,Matthews,O,1947-09-21,Belgium,None,0,1
P0061605957,Isaiah,Munoz,M,1973-09-08,Lebanon,Silver,11523,5
P0061605958,Robert,Fischer,M,1940-11-22,Fiji,None,0,2
P0061605959,Danielle,Williams,M,1960-02-09,Guadeloupe,None,0,2
P0061605960,Michael,Duke,O,1982-08-12,Armenia,None,0,1
P0061605961,Stephen,Kent,F,1981-04-20,Angola,Gold,40343,5
P0061605962,Andrew,Armstrong,O,1948-07-29,Netherlands,None,0,1
P0061605963,Sherry,Payne,F,1959-07-03,Macao,None,0,0
P0061605964,Michael,Sloan,M,1984-11-15,Saint Barthelemy,None,0,1
P0061605965,Kimberly,Thomas,M,1949-01-10,Eritrea,None,0,0
P0061605966,Rhonda,Baker,F,1979-10-03,Canada,None,0,1
P0061605967,Daniel,Johnson,M,1980-03-31,Bermuda,Silver,13283,2
P0061605968,Stacey,Mays,O,1951-03-24,San Marino,None,0,2
P0061605969,Melissa,Villa,M,1941-03-30,Mauritania,None,0,1
P0061605970,Karen,Cummings,O,1977-12-05,Sudan,None,0,2
P0061605971,Karen,Stewart,F,1963-10-19,United Kingdom,None,0,1
P0061605972,Kevin,Whitney,M,1956-12-16,Congo,None,0,0
P0061605973,Matthew,Wiley,O,1942-02-10,Liechtenstein,None,0,1
P0061605974,Aaron,Morales,O,1957-05-18,Jordan,Silver,6036,3
P0061605975,William,Lee,O,1975-09-09,Cape Verde,None,0,2
P0061605976,Edwin,Clark,F,1942-11-09,Ireland,None,0,1
P0061605977,Suzanne,Keller,F,1952-04-03,Korea,Gold,38633,10
P0061605978,Erin,Daniels,M,1955-10-26,Tanzania,Gold,36183,15
P0061605979,Anthony,Davis,F,1983-07-05,Gibraltar,None,0,0
P0061605980,Ariel,Walker,F,2006-12-31,Lesotho,Gold,59924,5
P0061605981,Samantha,Lee,M,1969-09-17,France,None,0,1
P0061605982,Adriana,Wright,O,1992-04-30,United States of America,None,0,2
P0061605983,Joseph,Richards,O,1994-06-11,Belize,None,0,2
P0061605984,Steven,Taylor,O,1950-09-30,Taiwan,None,0,1
P0061605985,Kristina,White,F,1978-05-02,Comoros,Platinum,162619,10
P0061605986,Paula,Stewart,F,1986-11-26,Montserrat,None,0,2
P0061605987,Luis,Cisneros,M,1979-03-23,Turkey,None,0,2
P0061605988,Joshua,Henry,M,1955-06-09,Vanuatu,None,0,2
P0061605989,Robert,Williams,O,1993-03-31,Western Sahara,None,0,1
P0061605990,Andrea,Spencer,M,1998-11-03,Palau,Gold,30383,10
P0061605991,Kristen,Welch,O,2001-10-08,Niger,None,0,1
P0061605992,Samuel,Massey,F,1964-12-22,Albania,Gold,56129,10
P0061605993,Kimberly,Price,M,1994-10-15,Papua New Guinea,Silver,18588,5
P0061605994,Mary,Vaughn,O,1994-06-11,Mexico,None,0,1
P0061605995,Derrick,Atkins,O,1952-11-29,Maldives,None,0,0
P0061605996,Mike,Howard,M,1961-01-17,Congo,None,0,0
P0061605997,Matthew,Richardson,F,1952-12-01,Guadeloupe,Platinum,93939,40
P0061605998,Nicole,Gutierrez,O,1979-06-26,Slovakia (Slovak Republic),Platinum,112524,10
P0061605999,Kenneth,Casey,O,1955-08-01,New Caledonia,Silver,18118,2
P0061606000,Lee,Reynolds,M,1946-02-02,New Zealand,None,0,0
P0061606001,Logan,Taylor,F,1964-02-23,Guadeloupe,Gold,55518,10
P0061606002,Joshua,Rowe,F,1955-03-23,Tonga,Silver,13454,4
P0061606003,Jennifer,Davis,M,1956-06-05,Portugal,None,0,0
P0061606004,Brian,Frank,F,1984-02-14,Tonga,None,0,0
P0061606005,Edgar,Palmer,M,1992-04-01,Saint Barthelemy,Silver,17594,3
P0061606006,Carol,Downs,O,1997-09-10,Malawi,None,0,1
P0061606007,Kenneth,Cooper,M,1954-02-14,Lebanon,None,0,1
P0061606008,Nathan,Barker,F,1940-07-26,France,None,0,1
P0061606009,Donna,Gonzalez,F,1969-08-20,Korea,Silver,12580,5
P0061606010,Morgan,Love,M,1940-07-14,Central African Republic,None,0,1
P0061606011,Parker,Hinton,M,1969-02-06,Palau,None,0,1
P0061606012,Rhonda,Griffin,O,1988-08-06,Equatorial Guinea,Silver,13043,5
P0061606013,Alex,Mclaughlin,M,1970-06-18,Venezuela,None,0,0
P0061606014,Robert,Hooper,O,2000-04-04,China,Silver,6245,2
P0061606015,Jeffrey,Martinez,F,1974-12-02,Niger,Silver,14898,5
P0061606016,Katherine,Ross,M,1969-04-30,French Polynesia,None,0,1
P0061606017,Jacqueline,Ford,M,1953-05-27,Syrian Arab Republic,None,0,1
P0061606018,Tammy,Baker,F,1951-01-18,Estonia,None,0,1
P0061606019,Emily,Fisher,F,2005-05-07,Malaysia,None,0,1
P0061606020,Heather,Byrd,O,2007-07-06,Macao,None,0,1
P0061606021,Tyler,Curtis,M,1946-03-26,Tunisia,None,0,0
P0061606022,Michael,Ford,M,1958-01-13,Bosnia and Herzegovina,None,0,1
P0061606023,Christopher,Thomas,O,1981-03-04,China,None,0,0
P0061606024,Jordan,Harper,F,1983-09-17,Nigeria,None,0,1
P0061606025,Jean,Cardenas,O,1950-08-02,Madagascar,None,0,0
P0061606026,Diamond,Ramirez,F,1988-03-10,Falkland Islands (Malvinas),None,0,2
P0061606027,James,Adams,M,1993-03-29,Lebanon,None,0,0
P0061606028,William,Ali,O,1976-04-21,Lebanon,Silver,7243,3
P0061606029,Allen,Erickson,O,1974-03-01,Austria,Silver,15812,5
P0061606030,Henry,Holden,F,1979-02-01,Cuba,Silver,19713,5
P0061606031,Robert,Rush,M,1945-10-06,United States Minor Outlying Islands,None,0,1
P0061606032,Danielle,Coffey,O,1967-10-25,Madagascar,None,0,1
P0061606033,Donald,Gregory,F,1997-02-26,Andorra,None,0,0
P0061606034,Sean,Briggs,F,1950-08-29,Russian Federation,None,0,1
P0061606035,Mary,Valenzuela,F,1991-05-19,French Guiana,None,0,2
P0061606036,Anthony,Rosales,F,1961-01-01,Hong Kong,None,0,2
P0061606037,Beth,Galvan,O,1945-07-30,Burkina Faso,None,0,0
P0061606038,Steve,Moore,M,1989-09-05,Trinidad and Tobago,None,0,2
P0061606039,Meghan,White,M,1965-09-21,United States Virgin Islands,Silver,5845,2
P0061606040,Amanda,Johnson,F,1981-01-10,Cocos (Keeling) Islands,None,0,1
P0061606041,Joshua,Jenkins,F,1974-04-23,Qatar,None,0,1
P0061606042,Amy,Moore,M,1946-01-09,Cyprus,Silver,7050,5
P0061606043,Amy,Stephens,F,1968-12-04,Monaco,None,0,1
P0061606044,Carlos,Hurley,F,1960-10-10,French Southern Territories,Gold,24698,5
P0061606045,Stephen,Olson,M,1959-09-04,Seychelles,None,0,1
P0061606046,Christopher,Giles,O,1957-12-19,Azerbaijan,None,0,0
P0061606047,George,Bowman,M,1986-09-27,Malaysia,None,0,1
P0061606048,Richard,Melendez,M,1971-10-03,Ghana,None,0,1
P0061606049,Kimberly,Bass,O,2001-01-27,Lao People's Democratic Republic,None,0,2
P0061606050,Jennifer,Young,F,2000-06-25,South Africa,None,0,1
P0061606051,Kelly,Schmidt,F,2007-07-31,Saint Lucia,None,0,0
P0061606052,Annette,Fleming,F,1987-05-20,Congo,None,0,0
P0061606053,Patricia,Lewis,O,1950-08-11,Liberia,Gold,47572,10
P0061606054,Thomas,Nguyen,F,1998-11-29,Morocco,None,0,1
P0061606055,Logan,Edwards,F,2006-08-30,South Georgia and the South Sandwich Islands,Silver,6723,4
P0061606056,Glenda,Glover,F,1940-02-06,Netherlands,None,0,2
P0061606057,Christopher,Anderson,O,1959-01-04,Senegal,None,0,1
P0061606058,Michael,Hill,F,2004-02-12,Denmark,None,0,1
P0061606059,Mark,Roy,M,1998-02-23,Netherlands Antilles,None,0,2
P0061606060,Jennifer,Chavez,F,1951-04-30,Montserrat,None,0,1
P0061606061,Keith,Walters,F,1981-10-30,Qatar,None,0,0
P0061606062,Vernon,Rodriguez,O,1957-01-16,French Polynesia,None,0,2
P0061606063,Jason,Haley,O,1972-08-23,Mauritania,None,0,1
P0061606064,Bryan,Bates,O,1965-04-14,Bahrain,None,0,1
P0061606065,Hayley,Cooper,F,1959-11-21,Cyprus,None,0,0
P0061606066,Brian,Rodriguez,F,1996-10-07,Palau,None,0,0
P0061606067,Nathan,Wallace,O,1956-04-13,Libyan Arab Jamahiriya,None,0,1
P0061606068,Jill,Simpson,F,1958-06-13,Cambodia,None,0,0
P0061606069,Jocelyn,Morgan,M,1965-11-16,Christmas Island,Platinum,192020,40
P0061606070,Brandon,Simpson,M,2004-04-22,Nepal,None,0,2
P0061606071,Angelica,Smith,F,2007-07-18,Chile,None,0,1
P0061606072,Randall,Little,O,2001-11-24,Cameroon,None,0,2
P0061606073,Richard,Lara,O,1991-11-02,Paraguay,None,0,2
P0061606074,Dustin,Briggs,F,1957-07-09,Mexico,None,0,0
P0061606075,Maria,Davis,F,2001-05-26,Rwanda,None,0,0
P0061606076,Audrey,Flores,O,2001-07-12,Cote d'Ivoire,Gold,44547,10
P0061606077,Jessica,Murphy,O,1999-11-03,Ethiopia,Silver,19104,2
P0061606078,Austin,Perez,F,1963-07-31,Korea,Silver,6125,2
P0061606079,Shawn,Morrison,O,1989-07-19,Greenland,None,0,0
P0061606080,Vanessa,Contreras,M,1974-07-04,Malawi,None,0,1
P0061606081,Ashley,Williams,F,1941-03-07,Faroe Islands,None,0,2
P0061606082,Jeffery,Foster,F,2007-05-07,Cocos (Keeling) Islands,None,0,1
P0061606083,Emily,Walker,F,1950-12-06,Namibia,None,0,2
P0061606084,Steven,Wiggins,O,2005-05-03,Latvia,None,0,2
P0061606085,Robert,Graham,M,1976-06-05,Cameroon,None,0,1
P0061606086,Pamela,Alvarez,O,1941-10-22,Kiribati,None,0,0
P0061606087,Lisa,Gonzalez,F,2000-04-01,Somalia,None,0,2
P0061606088,Patricia,Walker,F,1988-12-09,Antarctica (the territory South of 60 deg S),Gold,27388,10
P0061606089,Anthony,Foster,O,1954-11-01,Sudan,None,0,1
P0061606090,Matthew,Perkins,F,1949-10-06,Thailand,None,0,1
P0061606091,Michael,Johnston,M,1997-12-04,French Polynesia,None,0,0
P0061606092,Suzanne,Robinson,O,1940-09-26,American Samoa,None,0,0
P0061606093,Sarah,Moore,O,1994-02-20,Iceland,None,0,1
P0061606094,Gail,Nichols,O,1965-06-21,Cayman Islands,None,0,2
P0061606095,Sharon,Clements,F,1980-02-10,El Salvador,None,0,2
P0061606096,Teresa,Reynolds,F,1984-01-02,Saint Vincent and the Grenadines,None,0,0
P0061606097,Troy,Escobar,O,1971-07-20,Japan,Silver,10074,4
P0061606098,Amy,Webb,F,1956-07-25,Slovenia,Silver,14723,3
P0061606099,Arthur,Garza,F,1962-04-04,Italy,None,0,1
P0061606100,Steven,Terry,M,1958-10-06,Australia,None,0,1
P0061606101,Carly,Delgado,M,1978-11-03,Ecuador,None,0,2
P0061606102,Rebecca,Butler,F,1971-07-08,Bosnia and Herzegovina,None,0,1
P0061606103,Dana,Fields,F,1941-12-05,Libyan Arab Jamahiriya,None,0,1
P0061606104,Leroy,Meyers,M,1991-11-02,Tajikistan,None,0,1
P0061606105,Janet,Peterson,F,1969-06-15,Turkmenistan,Gold,54081,10
P0061606106,Sheri,Burns,M,1995-07-19,Timor-Leste,None,0,1
P0061606107,Melanie,Evans,O,2003-12-23,Fiji,None,0,1
P0061606108,Melissa,Johnson,O,2007-04-16,Liechtenstein,None,0,2
P0061606109,Joseph,Lewis,M,1951-06-08,Uzbekistan,Platinum,96605,40
P0061606110,Debbie,Ray,M,1973-01-11,Christmas Island,None,0,1
P0061606111,Melissa,Strickland,M,1997-11-09,New Caledonia,None,0,0
P0061606112,Marissa,Frazier,O,1985-05-27,Botswana,Gold,57470,10
P0061606113,Sophia,Holmes,M,1940-02-07,Mauritius,None,0,1
P0061606114,Beth,Tucker,O,1996-01-22,Guatemala,None,0,1
P0061606115,Brian,Baldwin,O,1984-11-19,Ghana,None,0,0
P0061606116,Jay,Bryant,M,1982-05-02,Spain,None,0,1
P0061606117,Kevin,Parker,O,1954-11-14,Senegal,Silver,15129,4
P0061606118,Donna,Mccullough,M,1971-10-25,Bermuda,Silver,13404,4
P0061606119,Edward,Johnston,M,2004-03-29,Mozambique,None,0,0
P0061606120,Jasmine,Yang,F,1943-11-21,Mexico,None,0,1
P0061606121,Christina,Adams,M,1988-01-30,Botswana,None,0,0
P0061606122,Lori,Houston,M,1998-06-24,Holy See (Vatican City State),Silver,13027,4
P0061606123,Andrew,Cummings,F,1948-05-11,Norway,None,0,0
P0061606124,Norma,Mitchell,M,1982-09-17,Slovenia,None,0,0
P0061606125,Dale,Martinez,F,1964-07-25,Ukraine,None,0,1
P0061606126,Mary,Davis,O,1966-03-13,Eritrea,Silver,7263,4
P0061606127,Shawn,Henson,O,1953-02-02,Pitcairn Islands,None,0,0
P0061606128,Amanda,Butler,F,1985-12-31,Korea,None,0,2
P0061606129,Jessica,Campbell,O,1999-10-23,New Caledonia,Silver,10261,5
P0061606130,Christopher,Ortiz,O,1978-12-24,Lithuania,None,0,1
P0061606131,Victoria,Turner,O,1985-08-25,Belize,None,0,0
P0061606132,Lauren,Vazquez,F,1951-09-22,Tanzania,None,0,2
P0061606133,Nancy,Price,O,1948-05-17,Western Sahara,None,0,0
P0061606134,Cristian,Fox,O,1998-01-25,Comoros,None,0,1
P0061606135,Richard,Simpson,M,2002-12-27,Singapore,Silver,7221,2
P0061606136,Olivia,Hughes,F,1948-05-26,Panama,None,0,0
P0061606137,Julie,Turner,F,1963-08-14,Monaco,None,0,2
P0061606138,Leslie,Woods,M,1981-01-24,Egypt,None,0,1
P0061606139,Ellen,Johnson,M,1958-04-14,Cuba,None,0,0
P0061606140,Reginald,Rogers,M,1950-09-03,Isle of Man,None,0,1
P0061606141,Jessica,Neal,O,1967-05-19,Cayman Islands,Gold,22900,10
P0061606142,David,Forbes,M,1968-01-29,United States of America,None,0,0
P0061606143,Cory,Potts,M,1975-05-29,Bahrain,None,0,0
P0061606144,Elizabeth,Martinez,F,2005-09-23,Kuwait,None,0,1
P0061606145,Amanda,Newman,F,1959-01-21,Romania,Silver,9058,5
P0061606146,Joel,Middleton,M,2000-09-27,Lesotho,None,0,0
P0061606147,Sandra,Lawrence,M,1974-01-11,Saint Pierre and Miquelon,None,0,1
P0061606148,Brandon,Arnold,F,1968-12-06,Haiti,None,0,2
P0061606149,Elizabeth,Rogers,F,1991-08-03,Suriname,Silver,12922,4
P0061606150,Tammy,Stewart,O,1995-04-09,French Guiana,Gold,50254,15
P0061606151,John,Murphy,O,2000-02-21,Morocco,Silver,10413,4
P0061606152,Kristin,Fisher,M,1940-08-14,Greece,Platinum,138615,20
P0061606153,George,Lynn,F,1939-08-15,Puerto Rico,None,0,1
P0061606154,Morgan,Contreras,M,2006-06-15,Moldova,Platinum,134409,10
P0061606155,Benjamin,Gutierrez,F,1969-11-15,Algeria,None,0,1
P0061606156,Brett,Garza,M,1950-08-23,Zimbabwe,None,0,1
P0061606157,Brett,Holt,O,1977-05-23,Guyana,None,0,0
P0061606158,Danielle,Greene,M,1970-05-25,Montenegro,None,0,1
P0061606159,John,Hardy,O,1982-06-27,Jamaica,None,0,1
P0061606160,Pedro,Burton,M,1976-09-13,Malawi,None,0,0
P0061606161,Kathleen,Pruitt,O,1994-01-28,Saint Martin,None,0,1
P0061606162,Laura,Reed,O,1940-09-09,Bouvet Island (Bouvetoya),Silver,14526,5
P0061606163,Bridget,Jones,F,1984-07-28,Somalia,None,0,2
P0061606164,Sarah,Johnson,F,1952-05-24,Senegal,None,0,1
P0061606165,Robert,Gonzalez,F,2006-04-01,Ghana,None,0,0
P0061606166,Jennifer,Durham,M,2000-01-14,Cocos (Keeling) Islands,None,0,2
P0061606167,Andrew,Adams,M,1972-09-16,Norway,None,0,2
P0061606168,Emily,Adkins,M,1973-04-13,Cambodia,None,0,2
P0061606169,Natasha,Hines,F,1994-02-20,Hungary,None,0,2
P0061606170,Erin,Jackson,M,1996-07-25,Korea,None,0,1
P0061606171,Jonathan,Cooper,F,2004-03-18,Cayman Islands,None,0,1
P0061606172,Mary,Kelly,F,1981-11-13,Tokelau,None,0,0
P0061606173,Christopher,Lindsey,F,1999-01-07,Papua New Guinea,Gold,21478,10
P0061606174,Michael,Gutierrez,M,1955-10-22,Zimbabwe,Silver,9169,4
P0061606175,Thomas,Taylor,M,1987-07-09,Egypt,None,0,1
P0061606176,Curtis,Harris,M,1999-06-12,Turks and Caicos Islands,None,0,1
P0061606177,Jennifer,Tran,M,1976-02-24,Palau,None,0,1
P0061606178,Emily,Adkins,M,1946-12-24,Solomon Islands,Silver,5438,2
P0061606179,Kathy,Mcdowell,F,1952-03-19,Cyprus,None,0,0
P0061606180,Robert,Jimenez,F,1947-05-17,Bouvet Island (Bouvetoya),Silver,15654,3
P0061606181,Annette,Rodriguez,F,2006-06-06,Swaziland,None,0,2
P0061606182,Kelly,Jenkins,M,1957-09-24,Romania,Silver,12199,4
P0061606183,Michael,Ward,O,1960-08-18,Martinique,None,0,1
P0061606184,Katherine,Smith,O,1940-04-12,Bermuda,None,0,1
P0061606185,Bryan,Ochoa,F,1962-11-28,Maldives,Silver,19549,2
P0061606186,Benjamin,Harris,M,1996-11-28,Israel,Silver,5479,2
P0061606187,Sara,Roberts,O,1968-12-15,Ireland,None,0,1
P0061606188,Kristi,Gonzalez,M,1948-09-20,Mozambique,None,0,2
P0061606189,Craig,White,M,1939-10-13,Gambia,None,0,1
P0061606190,Alyssa,Roman,F,1996-11-14,Burkina Faso,Silver,8183,4
P0061606191,Darrell,Arroyo,F,1987-07-27,Portugal,Silver,19906,3
P0061606192,Roberto,Carr,M,1965-06-28,Eritrea,None,0,1
P0061606193,Wendy,King,O,1963-12-14,Mexico,Silver,17603,3
P0061606194,Zachary,Mack,M,1977-07-20,Liberia,Silver,18104,3
P0061606195,Jennifer,Mccarthy,O,1954-01-23,Romania,None,0,1
P0061606196,Jesse,Lucas,O,1984-05-07,Turkmenistan,None,0,1
P0061606197,Molly,Davila,F,1950-05-24,Marshall Islands,None,0,1
P0061606198,Shannon,Gray,O,2006-10-15,Brazil,None,0,0
P0061606199,Barbara,Tapia,O,1974-05-22,Ukraine,Silver,16140,5
P0061606200,Chelsea,Martinez,O,1973-11-30,Canada,None,0,2
P0061606201,Andrea,Warren,M,1977-08-23,Sierra Leone,None,0,1
P0061606202,Michael,Hicks,M,1982-11-24,Armenia,None,0,2
P0061606203,Rebecca,Stafford,F,1984-07-27,South Georgia and the South Sandwich Islands,None,0,1
P0061606204,Ray,Smith,O,1967-07-23,Monaco,None,0,1
P0061606205,Mary,Diaz,M,2002-01-28,Lesotho,None,0,0
P0061606206,Jacob,Williams,F,1944-04-21,Netherlands Antilles,None,0,0
P0061606207,Jeffery,Molina,M,1947-02-03,Nigeria,None,0,1
P0061606208,Beth,Walker,O,1997-12-11,Bangladesh,None,0,1
P0061606209,Christian,Ferguson,M,1976-09-17,Burkina Faso,Platinum,91956,20
P0061606210,Jennifer,Smith,O,1946-04-05,Norway,Silver,5319,5
P0061606211,Joann,Mann,O,1952-10-07,Tokelau,Silver,18702,2
P0061606212,Whitney,Rios,F,1952-03-27,United States Minor Outlying Islands,None,0,1
P0061606213,Matthew,Werner,O,1962-09-11,China,None,0,1
P0061606214,Darlene,Alvarez,M,2003-05-24,Iceland,Platinum,130418,10
P0061606215,Crystal,Sanchez,F,1978-03-17,Taiwan,None,0,1
P0061606216,Larry,Espinoza,F,1944-05-10,Gibraltar,Silver,14546,4
P0061606217,Maria,Ryan,O,1985-02-16,Suriname,None,0,1
P0061606218,Jeff,Kane,F,1944-04-04,Chile,Gold,42415,5
P0061606219,Jennifer,Decker,F,1986-06-02,Finland,None,0,0
P0061606220,Dustin,Ramirez,F,1987-03-28,Korea,None,0,0
P0061606221,Alexandra,Brown,O,1971-05-11,Chad,None,0,2
P0061606222,Tammy,Perkins,O,1984-01-25,Saint Martin,Silver,17172,4
P0061606223,Pamela,Banks,M,1961-11-07,Czech Republic,None,0,1
P0061606224,Wendy,Carney,M,1965-05-10,Turkmenistan,Gold,28471,15
P0061606225,Cameron,Gutierrez,O,1962-09-06,Senegal,None,0,1
P0061606226,Sabrina,Clark,F,1988-12-06,Brunei Darussalam,None,0,0
